KEYWORD:INFOSEC
104	2569344860         15	0.09	4.29
105	15071408           21	0.09	2.14
106	21930409           29	0.08	1.06
107	160904444          22	0.08	1.86
108	26395638           19	0.08	2.31
109	260765207          14	0.07	4.30
110	3304386296         19	0.07	2.25
111	18466967           15	0.07	3.51
112	425734083          11	0.07	6.55
113	3020844178         29	0.07	0.88
114	14279598           16	0.07	2.92
115	239822603          64	0.06	0.17
116	13139462           31	0.06	0.71
117	2241308316         272	0.06	0.01
118	2214017449         15	0.05	2.66
119	2269701            18	0.05	1.59
120	704944032          24	0.05	0.87
121	159820725          25	0.04	0.78
122	1377104629         34	0.04	0.41
123	3191840573         17	0.04	1.69
124	307888829          16	0.04	1.90
125	15237481           12	0.04	3.41
126	3014240990         36	0.04	0.33
127	19489212           19	0.04	1.15
128	15210195           18	0.04	1.26
129	10709332           25	0.04	0.62
130	60428991           13	0.03	2.31
131	15752235           11	0.03	3.13
132	20537779           27	0.03	0.44
133	1636184532         24	0.03	0.54
134	1104014550         12	0.03	2.23
135	1674598830         37	0.03	0.22
136	111184395          15	0.03	1.37
137	155858106          26	0.03	0.44
138	15709883           10	0.03	3.07
139	17604714           13	0.03	1.75
140	39577878           11	0.03	2.48
141	105871222          20	0.03	0.72
142	21672993           12	0.03	2.06
143	137295661          12	0.03	2.05
144	1361924767         18	0.02	0.85
145	89258415           32	0.02	0.25
146	14240263           12	0.02	1.86
147	388781940          21	0.02	0.58
148	20525891           13	0.02	1.54
149	3300929890         17	0.02	0.88
150	2858773132         13	0.02	1.49
151	50743              48	0.02	0.10
152	15474914           14	0.02	1.25
153	1099917240         14	0.02	1.25
154	7025212            16	0.02	0.88
155	1379745295         10	0.02	2.28
156	284343107          18	0.02	0.65
157	3257088314         15	0.02	0.90
158	234865021          12	0.02	1.41
159	72824916           14	0.02	0.99
160	28388393           15	0.02	0.86
161	32495046           11	0.02	1.58
162	1337508296         24	0.02	0.30
163	161793270          14	0.02	0.92
164	24799257           14	0.02	0.91
165	353963359          12	0.02	1.25
166	15611072           17	0.02	0.60
167	3032214935         15	0.02	0.76
168	14277681           35	0.02	0.13
169	166380343          23	0.01	0.30
170	1362878533         13	0.01	0.96
171	14200979           22	0.01	0.31
172	14414286           9	0.01	1.94
173	16473043           8	0.01	2.43
174	817166286          11	0.01	1.23
175	594611438          10	0.01	1.44
176	97229903           8	0.01	2.32
177	202012292          24	0.01	0.23
178	83887416           27	0.01	0.18
179	974085018          17	0.01	0.46
180	440496594          16	0.01	0.50
181	11855222           10	0.01	1.33
182	30135560           21	0.01	0.28
183	2193081619         15	0.01	0.57
184	19303540           9	0.01	1.61
185	1145973618         13	0.01	0.74
186	3090576763         9	0.01	1.58
187	3063543333         40	0.01	0.07
188	292458563          10	0.01	1.24
189	1862364752         14	0.01	0.62
190	2418133304         10	0.01	1.22
191	20256371           11	0.01	0.98
192	8371802            11	0.01	0.95
193	14703861           13	0.01	0.67
194	4310597674         24	0.01	0.19
195	22812961           15	0.01	0.50
196	17103069           11	0.01	0.95
197	3325490200         10	0.01	1.13
198	14876847           12	0.01	0.77
199	1538299243         12	0.01	0.77
200	2891848964         15	0.01	0.48
201	19015881           18	0.01	0.32
202	49051516           16	0.01	0.40
203	19050933           19	0.01	0.28
204	1181038442         11	0.01	0.83
205	19987370           41	0.01	0.05
206	17797084           18	0.01	0.29
207	370214655          8	0.01	1.55
208	3616901            24	0.01	0.15
209	137098132          13	0.01	0.54
210	3318880195         12	0.01	0.64
211	3196416899         10	0.01	0.89
212	13275122           9	0.01	1.11
213	32294908           11	0.01	0.70
214	139850182          9	0.01	1.04
215	3027202722         33	0.01	0.07
216	16334085           10	0.01	0.83
217	48076407           20	0.01	0.19
218	14158154           12	0.01	0.52
219	3319429237         10	0.01	0.76
220	39881667           8	0.01	1.16
221	5074681            40	0.01	0.04
222	2903855049         17	0.01	0.24
223	3448979902         19	0.01	0.18
224	145337153          12	0.01	0.45
225	40706825           8	0.01	1.07
226	977327161          23	0.01	0.12
227	138938942          15	0.01	0.29
228	323993141          10	0.01	0.67
229	314344816          10	0.01	0.63
230	2934027108         9	0.01	0.78
231	2306407040         8	0.01	1.00
232	52446754           11	0.01	0.50
233	795470076          8	0.01	0.98
234	269871444          12	0.01	0.42
235	26327592           8	0.01	0.98
236	243877974          10	0.01	0.60
237	16731644           9	0.01	0.75
238	15856164           9	0.00	0.72
239	176868850          9	0.00	0.72
240	37975275           10	0.00	0.58
241	74518730           13	0.00	0.33
242	28537378           6	0.00	1.70
243	3769137443         53	0.00	0.02
244	74118845           12	0.00	0.38
245	20961162           5	0.00	2.50
246	2377894584         19	0.00	0.15
247	213993783          14	0.00	0.27
248	347484172          9	0.00	0.67
249	68457624           31	0.00	0.05
250	952483908          19	0.00	0.13
251	2883191            11	0.00	0.41
252	132755086          22	0.00	0.10
253	187866337          22	0.00	0.10
254	264773757          11	0.00	0.38
255	2425808244         14	0.00	0.23
256	109563588          21	0.00	0.10
257	121130943          9	0.00	0.58
258	405084965          17	0.00	0.15
259	16542172           8	0.00	0.71
260	6958               16	0.00	0.17
261	510696432          11	0.00	0.36
262	18535086           7	0.00	0.93
263	16058084           5	0.00	1.95
264	469649312          6	0.00	1.20
265	84235436           15	0.00	0.17
266	337795335          34	0.00	0.03
267	540998751          11	0.00	0.33
268	125071102          8	0.00	0.64
269	19619710           17	0.00	0.13
270	1166795791         5	0.00	1.65
271	2239854795         5	0.00	1.65
272	1193243155         23	0.00	0.06
273	17991577           11	0.00	0.29
274	16957326           20	0.00	0.08
275	4951981            10	0.00	0.36
276	17300172           6	0.00	0.93
277	266675311          10	0.00	0.31
278	148224229          27	0.00	0.04
279	17350542           9	0.00	0.39
280	3232185336         11	0.00	0.25
281	249605184          8	0.00	0.50
282	1638112940         9	0.00	0.39
283	57376328           7	0.00	0.64
284	19027475           8	0.00	0.48
285	2543220350         15	0.00	0.13
286	32839909           12	0.00	0.20
287	334429384          17	0.00	0.10
288	2168493584         12	0.00	0.19
289	161662522          10	0.00	0.28
290	46715219           13	0.00	0.15
291	42697059           13	0.00	0.15
292	95339302           11	0.00	0.22
293	744260406          12	0.00	0.18
294	12692452           7	0.00	0.57
295	53789559           6	0.00	0.80
296	14133061           11	0.00	0.20
297	66695966           9	0.00	0.29
298	2775634827         9	0.00	0.29
299	4238943793         6	0.00	0.70
300	19471962           18	0.00	0.07
301	2342417318         8	0.00	0.36
302	2730638966         9	0.00	0.28
303	25722218           10	0.00	0.22
304	21426868           17	0.00	0.07
305	198238726          10	0.00	0.20
306	2350405069         7	0.00	0.43
307	217044901          9	0.00	0.25
308	27936938           19	0.00	0.05
309	97450156           7	0.00	0.43
310	1071626832         21	0.00	0.04
311	2847021941         9	0.00	0.25
312	193961402          18	0.00	0.06
313	1466830381         8	0.00	0.32
314	184762389          10	0.00	0.18
315	30630006           6	0.00	0.53
316	382009583          5	0.00	0.80
317	50803172           14	0.00	0.09
318	3816665602         39	0.00	0.01
319	343749255          10	0.00	0.18
320	1117439906         8	0.00	0.29
321	127891629          6	0.00	0.53
322	3140872723         6	0.00	0.53
323	36994933           11	0.00	0.15
324	393310759          11	0.00	0.14
325	3234670025         5	0.00	0.75
326	374155739          8	0.00	0.27
327	3937914677         9	0.00	0.21
328	3219250468         14	0.00	0.08
329	1084538815         20	0.00	0.04
330	8513352            9	0.00	0.19
331	14923622           11	0.00	0.13
332	369626056          8	0.00	0.25
333	293154103          7	0.00	0.33
334	3305651434         6	0.00	0.47
335	14298862           13	0.00	0.09
336	24743930           10	0.00	0.16
337	3427565590         13	0.00	0.08
338	2299674648         21	0.00	0.03
339	34234414           11	0.00	0.11
340	2677694917         9	0.00	0.17
341	998482470          4	0.00	1.00
342	10544092           14	0.00	0.07
343	481543210          13	0.00	0.08
344	2155332973         7	0.00	0.29
345	506849062          10	0.00	0.13
346	1942991            9	0.00	0.17
347	277468962          9	0.00	0.17
348	16132035           10	0.00	0.13
349	610903955          7	0.00	0.29
350	17287651           6	0.00	0.40
351	3075695054         13	0.00	0.08
352	490532138          11	0.00	0.11
353	1039785348         8	0.00	0.21
354	3376967283         7	0.00	0.29
355	55309639           7	0.00	0.29
356	166486554          7	0.00	0.24
357	298836407          5	0.00	0.50
358	1058788472         55	0.00	0.00
359	2361161000         16	0.00	0.04
360	2830775725         8	0.00	0.18
361	430179947          4	0.00	0.83
362	23033575           6	0.00	0.33
363	1590754944         4	0.00	0.83
364	164274882          9	0.00	0.12
365	100983645          7	0.00	0.21
366	2746319731         13	0.00	0.06
367	366455913          6	0.00	0.30
368	1114789980         6	0.00	0.30
369	3053981422         5	0.00	0.45
370	1088411            13	0.00	0.06
371	2784570334         5	0.00	0.45
372	18686463           9	0.00	0.12
373	74202524           7	0.00	0.21
374	17121424           5	0.00	0.40
375	1014125275         4	0.00	0.67
376	1219765094         7	0.00	0.19
377	534619276          12	0.00	0.06
378	62314430           70	0.00	0.00
379	307607557          6	0.00	0.27
380	1928681942         9	0.00	0.11
381	15092841           6	0.00	0.27
382	595344663          4	0.00	0.67
383	77346069           11	0.00	0.07
384	83656341           29	0.00	0.01
385	592839219          11	0.00	0.06
386	2647184077         4	0.00	0.58
387	973754540          8	0.00	0.11
388	257515465          8	0.00	0.11
389	70283639           6	0.00	0.20
390	811384             6	0.00	0.20
391	22404415           4	0.00	0.50
392	21230062           17	0.00	0.02
393	2554135315         6	0.00	0.20
394	2594893303         5	0.00	0.30
395	455025616          7	0.00	0.14
396	2407326858         13	0.00	0.04
397	122127567          5	0.00	0.30
398	176108821          7	0.00	0.14
399	1944077772         5	0.00	0.30
400	1513846232         5	0.00	0.30
401	41154258           8	0.00	0.11
402	16244596           6	0.00	0.20
403	3039721373         6	0.00	0.20
404	30894904           6	0.00	0.20
405	19893079           38	0.00	0.00
406	59611400           28	0.00	0.01
407	15428590           10	0.00	0.07
408	28458306           6	0.00	0.20
409	2314468920         8	0.00	0.11
410	18128570           6	0.00	0.20
411	20852497           7	0.00	0.14
412	10022752           11	0.00	0.05
413	619393896          10	0.00	0.06
414	3937965861         8	0.00	0.09
415	3431776391         6	0.00	0.13
416	3608706497         10	0.00	0.04
417	22069540           5	0.00	0.20
418	38446940           14	0.00	0.02
419	24445494           19	0.00	0.01
420	74949316           14	0.00	0.02
421	3181507321         5	0.00	0.20
422	3244801            8	0.00	0.07
423	21721881           7	0.00	0.10
424	44098733           5	0.00	0.20
425	250774865          5	0.00	0.20
426	11920962           4	0.00	0.33
427	20731304           6	0.00	0.13
428	128263630          6	0.00	0.13
429	85161524           8	0.00	0.07
430	272410390          10	0.00	0.04
431	2471610012         9	0.00	0.06
432	115497075          15	0.00	0.02
433	282814612          4	0.00	0.33
434	1087961            9	0.00	0.06
435	216353355          5	0.00	0.20
436	15166390           6	0.00	0.13
437	1088855299         8	0.00	0.07
438	727603             6	0.00	0.13
439	14194579           20	0.00	0.01
440	17092070           13	0.00	0.03
441	65900718           10	0.00	0.03
442	32625798           4	0.00	0.25
443	53837402           18	0.00	0.01
444	1283925618         8	0.00	0.05
445	101754689          12	0.00	0.02
446	29292439           35	0.00	0.00
447	8325052            4	0.00	0.25
448	21125416           3	0.00	0.50
449	1621256666         4	0.00	0.25
450	5037161            5	0.00	0.15
451	94117695           12	0.00	0.02
452	114625405          26	0.00	0.00
453	15707229           3	0.00	0.50
454	487681153          15	0.00	0.01
455	15752350           3	0.00	0.50
456	393325873          9	0.00	0.04
457	176230597          4	0.00	0.17
458	2344116498         6	0.00	0.07
459	2930991403         14	0.00	0.01
460	55663342           15	0.00	0.01
461	199549001          18	0.00	0.01
462	409723518          6	0.00	0.07
463	21066583           5	0.00	0.10
464	20112237           3	0.00	0.33
465	2822919039         7	0.00	0.05
466	2977301499         14	0.00	0.01
467	2566358196         8	0.00	0.04
468	16602393           7	0.00	0.05
469	20324329           7	0.00	0.05
470	73602558           4	0.00	0.17
471	2155140654         6	0.00	0.07
472	14563023           9	0.00	0.03
473	16455938           16	0.00	0.01
474	35080116           9	0.00	0.03
475	453210489          5	0.00	0.10
476	157016008          5	0.00	0.10
477	1698994436         5	0.00	0.10
478	1222068722         6	0.00	0.07
479	6203962            4	0.00	0.17
480	2777123581         6	0.00	0.07
481	35527515           6	0.00	0.07
482	505621379          7	0.00	0.05
483	2177833879         5	0.00	0.10
484	15033971           3	0.00	0.33
485	28536036           12	0.00	0.02
486	26681244           7	0.00	0.05
487	537333195          7	0.00	0.05
488	9108952            10	0.00	0.02
489	888624817          10	0.00	0.02
490	18272139           13	0.00	0.01
491	26570665           4	0.00	0.17
492	20230161           5	0.00	0.05
493	52748391           5	0.00	0.05
494	1568063760         8	0.00	0.02
495	27689263           5	0.00	0.05
496	15097295           5	0.00	0.05
497	62492995           5	0.00	0.05
498	182518117          7	0.00	0.02
499	14500275           5	0.00	0.05
500	819007957          36	0.00	0.00
501	2574594636         5	0.00	0.05
502	20451617           17	0.00	0.00
503	3296572141         5	0.00	0.05
504	19936330           3	0.00	0.17
505	369714291          18	0.00	0.00
506	8594912            4	0.00	0.08
507	14423572           10	0.00	0.01
508	188831365          5	0.00	0.05
509	365435875          7	0.00	0.02
510	2835994562         5	0.00	0.05
511	146712559          4	0.00	0.08
512	955894249          5	0.00	0.05
513	1934821951         4	0.00	0.08
514	2375518802         74	0.00	0.00
515	36154944           7	0.00	0.02
516	14511703           3	0.00	0.17
517	105041593          11	0.00	0.01
518	3424960323         19	0.00	0.00
519	791875428          7	0.00	0.02
520	218742080          5	0.00	0.05
521	35508508           5	0.00	0.05
522	7084032            5	0.00	0.00
523	518893575          8	0.00	0.00
524	475955210          3	0.00	0.00
525	2558677003         28	0.00	0.00
526	546156558          4	0.00	0.00
527	357011475          4	0.00	0.00
528	2532006187         4	0.00	0.00
529	464621591          5	0.00	0.00
530	855625753          4	0.00	0.00
531	1357250588         5	0.00	0.00
532	248467487          11	0.00	0.00
533	41435169           24	0.00	0.00
534	1183883299         8	0.00	0.00
535	382865452          3	0.00	0.00
536	15708205           6	0.00	0.00
537	340172848          3	0.00	0.00
538	2800214067         2	0.00	0.00
539	575590454          5	0.00	0.00
540	20906040           2	0.00	0.00
541	34312251           2	0.00	0.00
542	2481053756         13	0.00	0.00
543	1630455818         10	0.00	0.00
544	15007810           3	0.00	0.00
545	2291351622         5	0.00	0.00
546	469106761          7	0.00	0.00
547	1611452491         4	0.00	0.00
548	3129507917         3	0.00	0.00
549	423784527          4	0.00	0.00
550	539941560          2	0.00	0.00
551	252066598          4	0.00	0.00
552	2245918806         4	0.00	0.00
553	3920670807         5	0.00	0.00
554	16638040           3	0.00	0.00
555	599896163          2	0.00	0.00
556	566472804          5	0.00	0.00
557	1694572646         6	0.00	0.00
558	31473770           6	0.00	0.00
559	49303660           5	0.00	0.00
560	294248558          8	0.00	0.00
561	1094365303         2	0.00	0.00
562	19468408           2	0.00	0.00
563	134918267          3	0.00	0.00
564	8941692            2	0.00	0.00
565	8216702            4	0.00	0.00
566	376164481          11	0.00	0.00
567	14229634           2	0.00	0.00
568	506196099          4	0.00	0.00
569	12206102           6	0.00	0.00
570	3214647434         2	0.00	0.00
571	17772686           10	0.00	0.00
572	16078189           5	0.00	0.00
573	14924745           3	0.00	0.00
574	853418136          9	0.00	0.00
575	2320003226         3	0.00	0.00
576	369107103          6	0.00	0.00
577	14794913           3	0.00	0.00
578	3548135003         4	0.00	0.00
579	217784483          4	0.00	0.00
580	352380956          3	0.00	0.00
581	3368997039         6	0.00	0.00
582	16727680           4	0.00	0.00
583	126279859          8	0.00	0.00
584	125714612          11	0.00	0.00
585	2752938166         6	0.00	0.00
586	186844514          3	0.00	0.00
587	3884515513         7	0.00	0.00
588	329281722          2	0.00	0.00
589	65634491           2	0.00	0.00
590	978976962          8	0.00	0.00
591	283488454          3	0.00	0.00
592	19767495           2	0.00	0.00
593	3964260555         2	0.00	0.00
594	363712717          8	0.00	0.00
595	422068941          6	0.00	0.00
596	2896621778         2	0.00	0.00
597	13734102           2	0.00	0.00
598	2338844887         3	0.00	0.00
599	448807130          9	0.00	0.00
600	250220766          3	0.00	0.00
601	1587282144         4	0.00	0.00
602	83226854           3	0.00	0.00
603	52371692           5	0.00	0.00
604	2808381678         3	0.00	0.00
605	901361             3	0.00	0.00
606	928583935          4	0.00	0.00
607	2891411715         4	0.00	0.00
608	3355255047         9	0.00	0.00
609	2307322124         2	0.00	0.00
610	187200831          3	0.00	0.00
611	603000905          6	0.00	0.00
612	1865531671         4	0.00	0.00
613	4573970716         8	0.00	0.00
614	2917396765         3	0.00	0.00
615	46543136           165	0.00	0.00
616	21483809           5	0.00	0.00
617	753574184          6	0.00	0.00
618	490262825          5	0.00	0.00
619	18243882           3	0.00	0.00
620	305899417          4	0.00	0.00
621	921415986          3	0.00	0.00
622	3046308574         5	0.00	0.00
623	105718072          6	0.00	0.00
624	924594492          3	0.00	0.00
625	20324669           2	0.00	0.00
626	575177440          6	0.00	0.00
627	2810757444         9	0.00	0.00
628	470689846          6	0.00	0.00
629	2867007814         2	0.00	0.00
630	2952810823         2	0.00	0.00
631	338803426          6	0.00	0.00
632	437018960          6	0.00	0.00
633	20103506           2	0.00	0.00
634	14537046           3	0.00	0.00
635	4314800473         3	0.00	0.00
636	144978267          2	0.00	0.00
637	992416092          3	0.00	0.00
638	62431585           5	0.00	0.00
639	1578033506         8	0.00	0.00
640	1117024615         10	0.00	0.00
641	15176044           4	0.00	0.00
642	730944914          3	0.00	0.00
643	477356399          2	0.00	0.00
644	432513392          2	0.00	0.00
645	2437243254         5	0.00	0.00
646	15655289           5	0.00	0.00
647	115893653          2	0.00	0.00
648	40989057           3	0.00	0.00
649	3796042114         25	0.00	0.00
650	17334666           3	0.00	0.00
651	294441355          2	0.00	0.00
652	65433996           4	0.00	0.00
653	2517396205         7	0.00	0.00
654	3836526993         3	0.00	0.00
655	20435347           8	0.00	0.00
656	2222911892         2	0.00	0.00
657	22208919           6	0.00	0.00
658	543560090          4	0.00	0.00
659	120066117          2	0.00	0.00
660	721052064          6	0.00	0.00
661	15270306           4	0.00	0.00
662	322777507          6	0.00	0.00
663	823652772          4	0.00	0.00
664	21197221           9	0.00	0.00
665	231870888          4	0.00	0.00
666	942404011          2	0.00	0.00
667	2498236849         3	0.00	0.00
668	96637364           5	0.00	0.00
669	23630261           2	0.00	0.00
670	47395257           5	0.00	0.00
671	3732554173         5	0.00	0.00
672	2907919093         2	0.00	0.00
673	92017095           10	0.00	0.00
674	388432333          8	0.00	0.00
675	203452878          3	0.00	0.00
676	20906447           5	0.00	0.00
677	222253522          8	0.00	0.00
678	31216089           2	0.00	0.00
679	138764762          7	0.00	0.00
680	169599452          2	0.00	0.00
681	425112029          4	0.00	0.00
682	785207774          4	0.00	0.00
683	190427616          7	0.00	0.00
684	128213477          4	0.00	0.00
685	3119604199         3	0.00	0.00
686	12100072           3	0.00	0.00
687	335348201          4	0.00	0.00
688	2461860330         2	0.00	0.00
689	18059761           14	0.00	0.00
690	6742522            3	0.00	0.00
691	242500093          2	0.00	0.00
692	384983551          2	0.00	0.00
693	16966147           5	0.00	0.00
694	19974230           11	0.00	0.00
695	142328331          5	0.00	0.00
696	40280588           4	0.00	0.00
697	2815410712         3	0.00	0.00
698	4837057049         2	0.00	0.00
699	324862491          4	0.00	0.00
700	191058462          5	0.00	0.00
701	27038239           9	0.00	0.00
702	16941600           222	0.00	0.00
703	3341140514         2	0.00	0.00
704	254714630          31	0.00	0.00
705	28983848           5	0.00	0.00
706	23347755           6	0.00	0.00
707	4655825454         9	0.00	0.00
708	14230063           5	0.00	0.00
709	370602551          5	0.00	0.00
710	13689402           11	0.00	0.00
711	13857342           2	0.00	0.00
712	1586123329         10	0.00	0.00
713	215413314          2	0.00	0.00
714	159621701          2	0.00	0.00
715	2753173926         7	0.00	0.00
716	225235528          2	0.00	0.00
717	21336651           2	0.00	0.00
718	190038605          6	0.00	0.00
719	3344654927         3	0.00	0.00
720	17147265           2	0.00	0.00
721	78091704           6	0.00	0.00
722	2573566555         4	0.00	0.00
723	240403037          6	0.00	0.00
724	140591039          2	0.00	0.00
725	2807358056         3	0.00	0.00
726	11014762           2	0.00	0.00
727	240378475          8	0.00	0.00
728	3763749496         4	0.00	0.00
729	28627577           2	0.00	0.00
730	79692411           3	0.00	0.00
731	1355685355         2	0.00	0.00
732	3173712514         4	0.00	0.00
733	764375683          2	0.00	0.00
734	72614864           2	0.00	0.00
735	14598790           5	0.00	0.00
736	20395458           16	0.00	0.00
737	3235448647         2	0.00	0.00
738	197976724          5	0.00	0.00
739	336626325          2	0.00	0.00
740	3028632215         2	0.00	0.00
741	95990432           3	0.00	0.00
742	4184969892         2	0.00	0.00
743	73532070           3	0.00	0.00
744	3132646057         2	0.00	0.00
745	3971879596         4	0.00	0.00
746	35388189           3	0.00	0.00
747	44413620           7	0.00	0.00
748	57623224           6	0.00	0.00
749	2845098681         3	0.00	0.00
750	14877471           2	0.00	0.00
751	3407266492         2	0.00	0.00
752	201484405          4	0.00	0.00
753	124822211          6	0.00	0.00
754	409543365          8	0.00	0.00
755	25760454           2	0.00	0.00
756	18780871           6	0.00	0.00
757	494629576          5	0.00	0.00
758	192357068          2	0.00	0.00
759	131285710          4	0.00	0.00
760	703677152          3	0.00	0.00
761	2207568612         2	0.00	0.00
762	48402711           11	0.00	0.00
763	1203533948         7	0.00	0.00
764	2396902122         2	0.00	0.00
765	2436236011         2	0.00	0.00
766	43037422           2	0.00	0.00
767	22860531           2	0.00	0.00
768	22500086           2	0.00	0.00
769	358073083          3	0.00	0.00
770	73678038           2	0.00	0.00
771	177562374          2	0.00	0.00
772	52822793           10	0.00	0.00
773	3584781            2	0.00	0.00
774	20693776           3	0.00	0.00
775	4268688148         3	0.00	0.00
776	2362929943         6	0.00	0.00
777	214213400          2	0.00	0.00
778	72610586           14	0.00	0.00
779	577250082          9	0.00	0.00
780	17485959           2	0.00	0.00
781	92335581           2	0.00	0.00
782	89015093           5	0.00	0.00
783	1722831672         2	0.00	0.00
784	49349434           5	0.00	0.00
785	2683422626         4	0.00	0.00
786	126710582          3	0.00	0.00
787	3072959307         13	0.00	0.00
788	3303199567         4	0.00	0.00
789	3234108241         2	0.00	0.00
790	1460288238         16	0.00	0.00
791	354841429          6	0.00	0.00
792	936764257          3	0.00	0.00
793	2932274018         16	0.00	0.00
794	23090019           6	0.00	0.00
795	54666727           2	0.00	0.00
796	1267770224         3	0.00	0.00
797	4327166834         10	0.00	0.00
798	700457844          2	0.00	0.00
799	2646152055         2	0.00	0.00
800	41603960           6	0.00	0.00
801	16869524           2	0.00	0.00
802	2853010239         5	0.00	0.00
803	1179923324         5	0.00	0.00
804	14246782           2	0.00	0.00
805	14115713           3	0.00	0.00
806	3645881836         2	0.00	0.00
807	372388749          3	0.00	0.00
808	4126237583         18	0.00	0.00
809	1154876306         10	0.00	0.00
810	342957470          2	0.00	0.00
811	448480152          3	0.00	0.00
812	84399008           15	0.00	0.00
813	2332566434         6	0.00	0.00
814	93905831           2	0.00	0.00
815	5350322            6	0.00	0.00
816	210891701          4	0.00	0.00
817	341902267          4	0.00	0.00
818	145122238          12	0.00	0.00
819	22057924           2	0.00	0.00
820	146043845          9	0.00	0.00
821	301765577          2	0.00	0.00
822	314581964          3	0.00	0.00
823	95887157           3	0.00	0.00
824	2741035986         2	0.00	0.00
825	550953946          5	0.00	0.00
826	324756443          3	0.00	0.00
827	26174431           2	0.00	0.00
828	1071424482         9	0.00	0.00
829	3188081641         9	0.00	0.00
830	55944174           2	0.00	0.00
831	15062001           6	0.00	0.00
832	4634686452         12	0.00	0.00
833	4283757561         3	0.00	0.00
834	11918452           7	0.00	0.00
835	42992649           2	0.00	0.00
