KEYWORD: Global Warming
174	2334494645         2
175	824020458          3
176	382800359          2
177	17287651           2
178	335602182          3
179	117214508          4
180	169344116          4
181	372388749          3
182	2432300893         7
183	22805712           3
184	1135566614         2
185	18686463           4
186	14623460           3
187	1384867182         4
188	2361357000         3
189	499734686          6
190	14669471           4
191	16256912           3
192	14277681           2
193	20384879           3
194	480980271          3
195	1131834690         2
196	14279270           2
197	2812836452         2
198	2527324736         2
199	597747676          6
200	2811563444         2
201	4089296952         3
202	4009282273         3
203	253608265          3
204	51562658           4
205	3326114903         2
206	307517310          3
207	2315988728         3
208	165335229          3
209	14858316           4
210	17241440           2
211	23033575           6
212	16207462           3
213	2694990265         2
214	27214684           1
215	244729697          2
216	902438742          1
217	27632052           2
218	2328525793         1
219	56351884           1
220	103663827          1
221	2466081849         1
222	243140637          1
223	613575483          1
224	20639946           2
225	839913888          3
226	2587855669         2
227	3186768393         2
228	96158513           1
229	259216174          2
230	2563084790         1
231	2429027815         1
232	25393948           2
233	2617071818         1
234	2393139985         1
235	2821107808         1
236	1689887840         1
237	2532006187         1
238	28314375           2
239	259251398          2
240	15486722           1
241	1151291137         5
242	1585958274         1
243	1725750464         2
244	33562404           1
245	3061149051         2
246	345875168          1
247	3208239154         2
248	35731832           2
249	3769137443         3
250	759723128          1
251	863996618          2
252	174263807          3
253	703614655          1
254	367629666          2
255	76295350           1
256	2313918458         1
257	508940978          3
258	2373542576         1
259	17427120           2
260	148224229          1
261	406660081          2
262	2306491448         1
263	227423290          3
264	8935052            3
265	35307545           1
266	2329658700         3
267	22064695           1
268	2352666902         2
269	563637257          4
270	16813379           2
271	1350899318         1
272	1115304408         1
273	330467091          1
274	27716208           1
275	2422145191         1
276	97689916           1
277	91243832           1
278	736472070          2
279	26395638           2
280	124722484          1
281	2750599063         3
282	2383853144         2
283	24737068           1
284	185765460          2
285	15013767           1
286	103767197          1
287	1071626832         3
288	4163533864         1
289	36832842           2
290	22069540           2
291	3882967330         1
292	18731581           2
293	339890331          2
294	65426868           1
295	195852859          2
296	158118932          1
297	455830064          1
298	469106761          5
299	85164585           1
300	1176848935         2
301	1099018274         1
302	3341140514         1
303	2573566555         1
304	17684306           2
305	16486941           6
306	2714973614         2
307	16837629           2
308	1180171            3
309	1200716036         4
310	2475814386         2
311	300756523          1
312	3043164281         1
313	1318087650         2
314	838532988          1
315	119293693          2
316	196691611          2
317	600961272          1
318	19026149           3
319	1089081204         2
320	3039721373         2
321	3376801637         2
322	411396541          6
323	799578             3
324	49733617           1
325	88935857           2
326	2476313425         2
327	2158003011         2
328	921947178          2
329	415678946          1
330	729719605          2
331	240402223          2
332	1707223975         1
333	2248931107         4
334	1191824160         2
335	241983890          2
336	317776657          2
337	179150018          7
338	846714576          2
339	719986561          2
340	2959897832         1
341	193609445          3
342	237744874          2
343	3741195977         4
344	30467549           2
345	2965005496         7
346	107159228          4
347	22110387           3
348	110309034          2
349	425734083          5
350	157016008          2
351	330895534          2
352	883330712          1
353	2777047675         3
354	32583287           3
355	18691344           3
356	22007324           5
357	1387172791         5
358	6100262            3
359	14323622           1
360	635608354          2
361	256787745          2
362	109563588          3
363	352959448          1
364	90670105           4
365	116279848          2
366	1912866337         2
367	3063543333         5
368	21266093           2
369	131453849          1
370	496574458          3
371	27137538           2
372	2590147053         1
373	2255424079         3
374	14414286           1
375	1362945164         4
376	21763990           3
377	1337634956         2
378	109188310          2
379	430603297          2
380	4196561            5
381	3506988437         2
382	29966439           4
383	14057974           1
384	137098132          1
385	1483718396         5
386	3046308574         2
387	115291227          3
388	2984688529         2
389	28075747           2
390	3716345114         4
391	3288135856         6
392	13081242           3
393	2386783885         4
394	57589386           2
395	3259243603         6
396	1880922720         3
397	15985111           3
398	2238151242         5
399	15582319           1
400	767436344          2
401	18948706           7
402	1568063760         2
403	2459330472         5
404	1477090292         3
405	717353881          4
406	2928398844         5
407	624554959          1
408	156340223          2
409	3059670103         4
410	590339623          2
411	901802892          2
412	2240202152         2
413	2949094808         2
414	94530959           3
415	322014364          2
416	202012292          6
417	149431991          4
418	200828920          2
419	100298925          3
420	67567350           1
421	477937098          2
422	1486079870         2
423	1157398236         2
424	1972907592         6
425	2495111623         2
426	154529704          3
427	61636429           4
428	15305886           3
429	22975287           2
430	97171837           3
431	2472084000         2
432	37942286           2
433	3012379803         2
434	263917895          3
435	21807243           2
436	21567608           4
437	117880860          3
438	16300998           3
439	347198327          2
